State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
Assam,AS,Nagaon,2009,76.8,76.4,70.6,58.2,8,3.7,92.5
Assam,AS,Nalbari,2009,83,84,68.8,66.2,18.8,2.5,72.7
Assam,AS,Sonitpur,2009,75.7,78.9,53.9,40.5,21.9,5.9,84.3
Bihar,BR,Araria,2009,71.1,68.5,53.3,54.8,3,4.9,77.6
Bihar,BR,Aurangabad,2009,71.9,71.5,76,73.8,8,3,53.4
Bihar,BR,Banka,2009,68.1,58.4,41.5,46.7,4.9,4.5,78.5
Bihar,BR,Begusarai,2009,70.5,77.4,63.5,69.6,6.2,3.9,54.8
Bihar,BR,Bhagalpur,2009,67.1,68.8,64.6,67.3,2.4,5,65.9
Bihar,BR,Bhojpur,2009,91.9,91,74,77,6.9,3.7,70.5
Bihar,BR,Buxar,2009,79.3,76.1,66.9,60.7,4.3,2.6,69.8
Bihar,BR,Darbhanga,2009,86.8,84.5,73.9,74.7,3.6,8.6,59.3
Bihar,BR,Gaya,2009,76.3,77.3,68.7,67.8,4,4.5,53.2
Bihar,BR,Gopalganj,2009,84.2,89.9,75.3,79.8,5.7,1.4,69.8
Bihar,BR,Jamui,2009,62,59.7,63,63,1.8,1.3,37.6
Bihar,BR,Jehanabad,2009,80.8,82.6,65.5,63,3.5,2.6,93.5
Bihar,BR,Katihar,2009,73.9,73.4,54.6,60,0.3,2.3,92
Bihar,BR,Khagaria,2009,85.5,85.7,76.7,79.3,1.9,2.6,93
Bihar,BR,Kishanganj,2009,72.5,77.8,56.6,53,7.2,11.2,22.1
Bihar,BR,Lakhisarai,2009,66.1,73,58.2,71.1,7.2,4.3,60.5
Bihar,BR,Madhubani,2009,69.5,69.3,69.4,70.2,1.4,3.5,71.3
Bihar,BR,Munger,2009,63.7,64.8,61.4,65,7.8,2.6,79.7
Bihar,BR,Muzaffarpur,2009,59.8,62.1,52.9,51.8,1.5,1.2,80.6
Bihar,BR,Nalanda,2009,67,70.3,71.9,73.2,14.1,2.8,80
Bihar,BR,Nawada,2009,63.9,70.1,61.5,62.2,7.2,10.5,55.9
Bihar,BR,Pashchimi Champaran,2009,67,74.8,58.2,69.5,8.7,3.7,68.2
Bihar,BR,Patna,2009,73,76.2,62,61.1,11.4,4.5,58.5
Bihar,BR,Purbi Champaran,2009,60.3,59.8,42.2,40.8,4.2,3.2,62.9
Bihar,BR,Purnia,2009,77.5,77.8,59.9,60.7,1.7,7.4,69.2
Bihar,BR,Rohtas,2009,94.3,92.8,71.2,66.7,10.1,1.1,75.3
Bihar,BR,Saharsa,2009,73.3,69.9,53.1,66.9,1.3,3.3,53.6
Bihar,BR,Samastipur,2009,60.3,60.1,50.9,52.3,6.3,3.5,59.1
Bihar,BR,Saran,2009,70.6,74,76.7,81.4,9.3,1.8,89.8
Bihar,BR,Sheikhpura,2009,80.6,87.1,79.6,79.9,6,10.5,66
Bihar,BR,Sheohar,2009,63.8,62.9,57.8,62.9,2.3,4.1,67.4
Bihar,BR,Sitamarhi,2009,74.5,71,63.1,55.5,4.4,5.2,69.9
Bihar,BR,Siwan,2009,53.4,56.2,51.2,48.6,9.8,1.9,76.9
Bihar,BR,Vaishali,2009,77.7,82.5,57.7,58.3,4.2,1.3,77.9
Chattisgarh,CG,Bastar,2009,95.3,95.3,82.7,74.4,0.8,7,90.5
Chattisgarh,CG,Bilaspur,2009,89.5,89.5,58.2,60.9,5.5,1.8,83.3
Chattisgarh,CG,Dhamtari,2009,88,87.9,63.7,56.8,16.5,2.1,78.1
Chattisgarh,CG,Durg,2009,88.9,87.5,82.6,73.6,4.5,3.1,86.5
Chattisgarh,CG,Jashpur,2009,86.2,88.9,64.3,52.1,14.5,5.3,89.6
Chattisgarh,CG,Kanker,2009,86.3,89.6,81.2,66.9,5.4,2.4,96
Chattisgarh,CG,Kawardha,2009,88.5,87.6,67.4,53.5,10.7,2.5,89
Chattisgarh,CG,Korba,2009,93.7,93.6,71.7,69.1,5.2,6.2,98.9
Chattisgarh,CG,Koriya,2009,89,88.5,58.5,46.4,4.5,1.1,99.4
Chattisgarh,CG,Mahasamund,2009,90.9,92.8,66.1,52.1,5.6,2.3,96.7
Chattisgarh,CG,Raigarh,2009,88.7,92.1,89,78.2,11.1,2.7,95.5
Chattisgarh,CG,Raipur,2009,86.8,86.7,58.4,55.7,11.7,3.6,78.7
Chattisgarh,CG,Rajnandgaon,2009,92.5,92.5,86.7,85.5,10.7,0.4,99
Chattisgarh,CG,Surguja,2009,90.9,91.3,87.3,74.2,13.7,4.5,91.6
Goa,Goa,South Goa,2009,94.4,98.1,91.5,84.3,66.7,0.3,NA
Gujarat,GJ,Ahmedabad,2009,88.1,85.3,63.3,59,4.4,6,100
Gujarat,GJ,Amreli,2009,70.2,72.2,61,43,10.1,5.1,93.9
Gujarat,GJ,Banas Kantha,2009,59,67.5,51.1,26.3,5.9,9.5,100
Gujarat,GJ,Bhavnagar,2009,65,55.4,48.7,30.4,8.7,3.9,95.5
Gujarat,GJ,Dohad,2009,73.3,71.5,50.7,33.6,3.3,4.9,98.3
Gujarat,GJ,Gandhinagar,2009,73.2,69.7,59.1,34.5,22.9,4.8,93.4
Gujarat,GJ,Jamnagar,2009,85.3,84.5,70.2,61.5,6.7,0.9,100
Gujarat,GJ,Kachchh,2009,76.4,80.8,52.9,41.2,4.9,7.2,87.8
Gujarat,GJ,Kheda,2009,75.8,73.3,60.9,43,10.1,3,83.7
Gujarat,GJ,Mehsana,2009,80.4,81.1,79.6,70.8,7,3.7,100
Gujarat,GJ,Narmada,2009,69.2,71.6,41.2,26.1,2.8,3.6,95.4
Gujarat,GJ,Navsari,2009,85.5,82.3,65.6,47,4.6,2.5,97.4
Gujarat,GJ,Panch Mahals,2009,79.1,76.7,55.3,28.6,4.8,3.3,92.5
Gujarat,GJ,Patan,2009,84.4,82.4,59,48.9,5.5,4,99.4
Gujarat,GJ,Porbandar,2009,86.3,84.7,57.3,43.8,11.2,4.3,97.8
Gujarat,GJ,Rajkot,2009,91.4,86.5,65.3,46.8,12.4,3.2,91.9
Gujarat,GJ,Sabar Kantha ,2009,76.2,79.9,60.3,41.2,24.4,1.6,99.5
Gujarat,GJ,Surendranagar,2009,86.3,87.8,66.7,59.3,8.5,4.5,87.6
Gujarat,GJ,The Dangs,2009,82.4,81,46.1,28.1,3.6,6.7,99.6
Gujarat,GJ,Vadodara,2009,63.2,60.9,36.3,18.1,15.6,5.7,88.2
Gujarat,GJ,Valsad,2009,82.8,77.8,55.1,43.8,8.7,4.7,90.7
Haryana,HR,Ambala,2009,84.8,84.4,68.4,61.5,33.1,1.8,80.2
Haryana,HR,Fatehabad,2009,79.1,78.2,65.9,61.3,31.3,4.7,57.5
Haryana,HR,Hisar,2009,72.4,73.1,70.8,61.2,45.7,1.1,59
Haryana,HR,Jind,2009,83.7,85.9,68.5,69.1,27.6,1.7,83.5
Haryana,HR,Kaithal,2009,92.9,93.6,72.9,63.8,37.2,1.5,75.4
Haryana,HR,Karnal,2009,83.9,87.5,69.8,61.6,46,10.1,61.4
Haryana,HR,Kurukshetra,2009,80,75.6,39.1,48.5,39.6,1.1,92.7
Haryana,HR,Mahendragarh,2009,91.3,87.7,76.8,68,43.8,1.1,84.7
Haryana,HR,Mewat,2009,75.9,76.5,56.3,53.7,14.1,17,31.9
Haryana,HR,Panchkula,2009,94.8,94.7,78.6,79.8,32.1,1.3,98.9
Haryana,HR,Rewari,2009,87.4,88.5,74.4,75,32,0.5,81.2
Haryana,HR,Sonipat,2009,84.6,85,75.8,82.6,59.2,1.4,77.9
Haryana,HR,Yamunanagar,2009,79.4,83.4,60.8,56.5,44.3,1.4,86.8
HP,HP,Bilaspur,2009,94.2,96.8,81.1,85.9,23.9,0.1,94.3
HP,HP,Chamba,2009,89.3,91.4,79.4,79.5,7.3,2.5,89.1
HP,HP,Hamirpur,2009,96.9,96.3,82.7,83.2,25.2,0.6,92.5
HP,HP,Kangra,2009,86.9,87.1,79.8,79.1,30.2,0.3,98.9
HP,HP,Kinnaur,2009,91.5,94.3,80.3,80.9,17.6,0.2,88
HP,HP,Kullu,2009,94.6,97.6,86.9,76.9,23.1,0.2,100
HP,HP,Lahul & Spiti,2009,89.2,88.4,89,90.3,24.4,0.8,NA
HP,HP,Mandi,2009,95.7,98.9,85.5,85.7,21.2,0.4,83
HP,HP,Shimla,2009,97.3,95.6,92,88.2,23.1,0.2,96.8
HP,HP,Sirmaur,2009,81.7,79.4,75,73.5,16.5,2.1,98
HP,HP,Solan,2009,93.4,95.4,88.2,80.6,13.6,0.7,97.2
HP,HP,Una,2009,86.3,83.7,72.6,81.2,20.8,0.7,98.1
Jharkhand,JH,Chatra,2009,71.2,77.5,61,65.6,4.8,9.2,65.4
Jharkhand,JH,DUMKA,2009,85.3,80.8,50.8,46.4,5.2,8,63.4
Jharkhand,JH,Giridih,2009,72.5,71.5,67,56.8,9.5,2.2,81
Jharkhand,JH,Godda,2009,90.7,90.7,50.2,57.1,3.2,2.7,88.2
Jharkhand,JH,GUMLA,2009,66.8,69.2,44.7,48.1,19.3,8,83.9
Jharkhand,JH,Hazaribagh,2009,83.3,80.5,61.5,52.5,23,1.7,80.3
Jharkhand,JH,Koderma,2009,86.6,86.8,83.8,84,3.8,0.3,94.9
Jharkhand,JH,Lohardagga,2009,80.6,78.5,64.7,52.7,8.2,2.4,93.1
Jharkhand,JH,Pakur,2009,82.1,77.9,31.6,30.9,3.8,7.4,47.4
Jharkhand,JH,Palamu,2009,73.8,68.8,64.6,48.5,1.7,3,65.8
Jharkhand,JH,East Singhbhum,2009,68,72,27.4,23.8,7.9,7.5,76.7
Jharkhand,JH,Ranchi,2009,79.4,78,55.2,40.8,13.5,3.1,87.7
Jharkhand,JH,Sahibganj,2009,58.8,69.1,32.3,25.3,8.4,21.3,43
Jharkhand,JH,Sindega,2009,82.4,84.6,73.9,45.9,35.7,6.4,81.1
Karnataka,KA,Bagalkot,2009,83.4,81,63.7,29,13,2.3,98.7
Karnataka,KA,Bangalore,2009,87.5,92.7,66.1,57.7,47.9,1.4,93.2
Karnataka,KA,Bangalore Rural,2009,98.3,85.7,64.6,72.6,16.7,1.3,100
Karnataka,KA,Belgaum,2009,85.3,84.3,66,39.3,18.5,1.5,99.4
Karnataka,KA,Bellary,2009,82.8,79.1,44.7,29.8,11.9,12.3,88.3
Karnataka,KA,Bidar,2009,78.9,80.4,40.9,34.2,18.7,1.6,100
Karnataka,KA,Bijapur,2009,81.9,74.9,65.1,51.3,16.5,4,82.3
Karnataka,KA,Chamarajanagar,2009,91.7,86.7,78.5,48.8,12.2,2,95
Karnataka,KA,Chikmagalur,2009,95.5,90.9,72.2,46.2,20.4,2,89
Karnataka,KA,Chitradurga,2009,83.8,83.2,72.6,54.6,1.8,1.4,85.3
Karnataka,KA,Dakshina Kannada,2009,95.1,96.5,82.6,59.3,30,0.9,85.4
Karnataka,KA,Davangere,2009,84.7,86.6,59.3,37.8,21,2.9,96.6
Karnataka,KA,Dharwad,2009,76.9,79.3,63,36.6,9.7,2.7,91.5
Karnataka,KA,Gadag,2009,84,81.4,64.2,50,13.4,3.1,94.1
Karnataka,KA,Gulbarga,2009,69.5,70.1,48.4,22.9,14.7,8,77.7
Karnataka,KA,Hassan,2009,90.9,88.1,69.3,50,21.5,0.1,93.7
Karnataka,KA,Haveri,2009,85.7,85.3,58.3,38.1,12.3,3.4,94.3
Karnataka,KA,Kodagu,2009,91.3,95.7,84.7,58.9,26,1.3,100
Karnataka,KA,Kolar,2009,92.8,88.2,59.2,53.9,21.9,1.4,100
Karnataka,KA,Koppal,2009,77.4,75.2,41.5,19.7,15.6,5.4,89
Karnataka,KA,Mandya,2009,94.3,89.3,71.7,65,24.7,2,92.1
Karnataka,KA,Mysore,2009,82.7,82.7,71.9,48.5,11.7,2,92
Karnataka,KA,Raichur,2009,76.7,69.4,37,29.3,6.4,15.8,72.7
Karnataka,KA,Shimoga,2009,90.5,92,81.7,45.7,17.1,1.2,87.6
Karnataka,KA,Tumkur,2009,96.7,85.8,67.9,53.5,13,1.1,97.5
Karnataka,KA,Udupi,2009,93,92.9,86.4,68.2,30.1,0,88.8
Karnataka,KA,Uttara Kannada,2009,98,96.6,84.3,80.3,4.6,0.1,97.2
Kerala,KL,Alappuzha ,2009,95.7,96.5,81.4,76.3,46.9,0.2,98.5
Kerala,KL,Ernakulam,2009,98.9,87.2,83.7,78.9,68,0,97.1
Kerala,KL,Kannur,2009,99.3,99.3,89.6,82.9,60.3,0,70
Kerala,KL,Kollam,2009,100,99,92.7,88,72,0,91
Kerala,KL,Kozhikode (Calicut),2009,100,97.2,87.1,74.6,51.7,0,85
Kerala,KL,Malappuram,2009,95.2,97.8,82.4,63.3,36.8,0,69.7
Kerala,KL,Palakkad,2009,94.2,94.9,76.1,70.4,30.7,0.3,87.7
Kerala,KL,Pathanamthitta,2009,96.2,93.8,80.2,81,60.3,0.1,98.3
Kerala,KL,Thiruvananthapuram,2009,99.2,97.6,81.7,81.4,39.2,0,91.4
Kerala,KL,Thrissur,2009,91.5,92.5,81.6,80.1,59.7,0,72.7
Kerala,KL,Wayanad,2009,93.9,93.1,82.6,62.6,44.9,0,89.7
MH,MH,Ahmednagar,2009,99,98,94.7,92.5,40.3,0.1,94.7
MH,MH,Akola,2009,99.5,98.9,97,90.9,37.2,0.4,98.2
MH,MH,Amravati,2009,98.8,98.8,93.5,64.8,48.8,0.3,95.5
MH,MH,Aurangabad,2009,100,100,100,85.1,11.6,0.6,100
MH,MH,Bhandara,2009,98.1,98.7,86.4,66.9,31.2,0.2,99.1
MH,MH,Bid,2009,100,100,92.2,92.9,29.3,0.4,99.3
MH,MH,Buldana,2009,92.3,91.6,73.3,58.3,30.6,1.4,97.3
MH,MH,Chandrapur,2009,93,92.2,82.1,70.9,29.8,1.1,99.1
MH,MH,Dhule,2009,98.5,98,98.4,80.6,38.8,1,83.5
MH,MH,Gadchiroli,2009,99.3,97.9,78.8,55.8,25.8,1,100
MH,MH,Gondiya,2009,95.9,96.6,88.9,58,27.2,0.1,100
MH,MH,Jalgaon,2009,94.1,92.3,69.4,53.8,30.9,3.4,96
MH,MH,Jalna,2009,92.6,93.1,79.1,55.7,16,0.7,96.9
MH,MH,Kolhapur,2009,93.9,92.7,81.9,70.3,26.5,0.3,80.8
MH,MH,Latur,2009,83.2,81.7,77.8,73.7,21.1,0,100
MH,MH,Nagpur,2009,99.1,100,96.7,91.7,43.2,0.2,98
MH,MH,Nanded,2009,84.8,88.8,78.5,40.8,24.9,1.3,99.3
MH,MH,Nandurbar,2009,94.1,92.6,90,88.6,16,2.1,99.4
MH,MH,Nashik,2009,81.2,79.1,79.3,56.6,23.3,1.5,92.2
MH,MH,Osmanabad,2009,95.4,97.4,98.3,96.4,19.9,0.9,100
MH,MH,Parbhani,2009,81.3,82.4,72.9,63.1,26.3,0.9,99.1
MH,MH,Pune,2009,91.1,93.8,85.2,74.2,24.5,0.5,81.9
MH,MH,Raigarh,2009,96.8,95.2,95.2,89.2,56.3,0.2,100
MH,MH,Ratnagiri,2009,98,98,92.6,86.2,4.2,0.3,96.9
MH,MH,Satara,2009,93.8,95.7,95.8,86,34.2,0.4,85.5
MH,MH,Sindhudurg,2009,99.5,98.9,96.5,89.8,14.8,0.1,93.2
MH,MH,Solapur,2009,93.9,93.9,98.1,95.8,22.3,0.9,98.3
MH,MH,Thane,2009,85.9,87.4,78.9,55.8,30.1,4.6,93.2
MH,MH,Wardha,2009,95.1,92.8,83,66.7,27.9,0.3,99
MH,MH,Washim,2009,100,100,99.6,99.6,26.9,0.4,98.1
MH,MH,Yavatmal,2009,86.5,89.7,79.1,55.7,26,2.4,100
Manipur,MN,Bishnupur,2009,96.9,96.9,72.9,75.9,79,1.8,69.7
Manipur,MN,Churachandpur,2009,98.8,100,93.6,92.7,86,1.6,42.2
Manipur,MN,Imphal East,2009,95.5,97.4,62.7,68.8,70.8,0.4,83.6
Manipur,MN,Imphal West,2009,99,100,81.7,81.8,79.9,0.3,88.1
Manipur,MN,Thoubal,2009,98.1,91.6,73.8,82.8,80.6,0.6,80.2
Meghalaya,ML,West Garo Hills,2009,82.5,85.3,31.9,48.5,17.1,3.6,70.8
Nagaland,NL,Dimapur,2009,100,100,80.8,89.2,26.8,0.2,NA
Nagaland,NL,Mokokchung,2009,98.8,99.2,81.1,82.9,29.5,1.9,42.1
Nagaland,NL,Phek,2009,87,96.7,60.6,78.4,33,1.7,78.4
Nagaland,NL,Zunheboto,2009,99.2,99.2,62.7,61.9,18.2,2.5,97.2
Odisha,OR,Anugul,2009,93,93,70.9,67,3.7,6.9,89
Odisha,OR,Balangir,2009,87.5,89.1,59.2,52.2,2.8,5.8,69.9
Odisha,OR,Baleshwar,2009,97.2,92.3,71.5,70.8,3.1,2.3,78.2
Odisha,OR,Bargarh,2009,98.9,97.8,88.5,82.3,5.6,3.9,98.1
Odisha,OR,Baudh,2009,NA,NA,76.5,74.5,0.7,1.8,NA
Odisha,OR,Bhadrak,2009,95.7,95.7,76.1,78,2.9,2,90.9
Odisha,OR,Cuttack,2009,95.8,96.3,75.7,73.5,6.7,1.7,91.9
Odisha,OR,Deogarh,2009,87.3,83.1,66.1,52.9,1.7,13.2,NA
Odisha,OR,Dhenkanal,2009,99.6,99.2,72.2,64.1,2.4,2.5,98.3
Odisha,OR,Gajapati,2009,79.1,75,67.2,62.9,5.1,7.7,90.2
Odisha,OR,Ganjam,2009,85.2,80.3,57.7,46.2,3.1,5.1,77.8
Odisha,OR,Jagatsinghapur,2009,90.3,86.9,79.2,70.9,14.6,5.8,62
Odisha,OR,Jajapur,2009,88.5,86.7,68.6,61.8,8.3,3.5,77.4
Odisha,OR,Jharsuguda,2009,76.8,75,60.3,51.8,4.6,5.2,100
Odisha,OR,Kalahandi,2009,89.7,85.9,81.1,80.2,7.3,4.5,NA
Odisha,OR,Kendraparha,2009,90.6,89,84.9,78.9,3.5,1.5,77.2
Odisha,OR,Kendujhar,2009,73.2,77.9,55.3,51.4,5.1,6.3,85.1
Odisha,OR,Khordha,2009,94.6,94.3,91,85.7,10.4,3.2,92.9
Odisha,OR,Malkangiri,2009,70.2,67.2,51.5,41.7,1.1,23.4,61.7
Odisha,OR,Mayurbhanj,2009,85,79.4,65,56.1,2.5,9.4,89.4
Odisha,OR,Nabarangapur,2009,83,74.9,42.7,30.9,1.5,21.6,61
Odisha,OR,Nayagarh,2009,97.5,98.8,88.8,86.8,5.8,5,NA
Odisha,OR,Nuaparha,2009,86,84.3,48.2,32.4,2.7,4.8,93.4
Odisha,OR,Puri,2009,100,98.8,83.4,86,1.5,4.8,NA
Odisha,OR,Rayagarha,2009,63.3,60.6,56.6,53,0.6,16.1,64.5
Odisha,OR,Sambalpur,2009,91.1,90.2,54.4,40.8,6.7,6.3,94.4
Odisha,OR,Subarnapur,2009,89.2,92.1,74.8,80.4,4,4.3,92.9
Odisha,OR,Sundargarh,2009,93.6,92.5,71,71,4.2,4.9,NA
Punjab,PB,Amritsar,2009,90,85.3,63.2,54.5,45.9,3,NA
Punjab,PB,Faridkot,2009,91.7,90.2,70.9,74.5,28,2.8,NA
Punjab,PB,Fatehgarh Sahib,2009,88,86.5,79.2,79.9,31.3,1.7,82.8
Punjab,PB,Firozpur,2009,95.1,86,66.3,65.3,14.8,10.7,60.8
Punjab,PB,Gurdaspur,2009,97.2,95.7,81.4,76.2,36.4,4.8,66.3
Punjab,PB,Hoshiarpur,2009,88.7,87.3,79.7,75.3,34.1,2.4,92.6
Punjab,PB,Mansa,2009,87.8,83.8,71.6,73.2,25.3,9.2,83.8
Punjab,PB,Moga,2009,90.2,84.5,73.6,68.4,45.3,2.4,85
Punjab,PB,Muktsar,2009,88.6,93,67.3,55.7,39.5,7.1,71.6
Punjab,PB,Nawashehar,2009,91.8,87.1,71.3,81.1,16.6,1,93
Punjab,PB,Patiala,2009,87.5,88.8,79.4,74.6,19.9,1.8,NA
Punjab,PB,Rupnagar,2009,86,81.6,54.9,68.2,29.5,4.6,91.1
Punjab,PB,Sangrur,2009,92.9,86.6,65.5,53.4,32.5,11.5,NA
Punjab,PB,SSANagar,2009,85.7,85.2,76.3,71.5,33.6,7.3,NA
Rajasthan,RJ,Ajmer,2009,70.8,74.7,64.5,50.7,27.1,9.7,61.1
Rajasthan,RJ,Alwar,2009,70.7,68.4,57.6,48.1,49,2.6,78.5
Rajasthan,RJ,Banswara,2009,58.3,58.8,30.8,21.4,10.8,10,75.2
Rajasthan,RJ,Baran,2009,68,72.2,55.1,46.9,14.2,7.8,58.6
Rajasthan,RJ,Bhilwara,2009,71.6,72.4,55.6,49.1,18.5,9.3,72.3
Rajasthan,RJ,Bikaner,2009,57.6,61.8,58.2,52.8,20.4,7.7,49.4
Rajasthan,RJ,Bundi,2009,75.4,70.1,48.7,44.4,25.9,4,81.3
Rajasthan,RJ,Chittaurgarh,2009,66.3,64.8,46.6,37.4,20.2,9,75.4
Rajasthan,RJ,Churu,2009,67.9,65.3,61.7,56.1,36,6.7,69.6
Rajasthan,RJ,Dausa,2009,74.6,67.8,57.5,47.7,36.4,3.3,81
Rajasthan,RJ,Dhaulpur,2009,55.7,57.2,48.4,41.5,38.5,7.2,42.5
Rajasthan,RJ,Dungarpur,2009,60.8,61.2,47.2,32.5,11.9,7.2,62.1
Rajasthan,RJ,Ganganagar,2009,85.5,86.5,74.6,64.4,40.3,3.4,63.6
Rajasthan,RJ,Hanumangarh,2009,81.8,81.6,66.4,65,50.2,6.4,53.9
Rajasthan,RJ,Jaipur,2009,77.4,72.8,65.6,52.5,40,2.8,82.2
Rajasthan,RJ,Jaisalmer,2009,72.7,79.5,61.2,53.3,16.6,8.4,73.7
Rajasthan,RJ,Jalor,2009,69.8,69.2,54.1,50.6,21.7,10.4,39.4
Rajasthan,RJ,Jhalawar,2009,66.8,69.5,39,30.6,32.5,9.2,47.7
Rajasthan,RJ,Jhunjhunun,2009,89.5,87.1,69.5,63.5,39.5,2.1,74.8
Rajasthan,RJ,Jodhpur,2009,55.9,58.8,46,35.2,23.8,16.1,48.2
Rajasthan,RJ,Karauli,2009,71.4,71.9,66.2,57.8,46.5,5.4,42.4
Rajasthan,RJ,Kota,2009,78.4,82.8,65.9,52.4,49.2,4.3,48.4
Rajasthan,RJ,Nagaur,2009,74.8,72.7,54.9,44.8,41,2.6,67.1
Rajasthan,RJ,Pali,2009,79.4,79.5,62.9,47.6,24.1,8.2,77.3
Rajasthan,RJ,Rajsamand,2009,72.2,70.1,57.8,41.3,4.2,2.6,52.8
Rajasthan,RJ,Sawai Madhopur,2009,78.5,67.5,54.1,43.3,31.2,6,58.6
Rajasthan,RJ,Sikar,2009,79.2,78.8,64.2,55,56.2,1.9,62.8
Rajasthan,RJ,Sirohi,2009,58.2,61.2,45.1,34,14.8,13.8,44.4
Rajasthan,RJ,Tonk,2009,84.5,82.1,61.8,47.5,30.9,4.3,68.6
Rajasthan,RJ,Udaipur,2009,63.8,67.6,35.4,30.2,12.4,5,NA
Tamilnadu,TN,Ariyalur,2009,43.2,45.2,49.7,41.2,14.8,0.9,96.5
Tamilnadu,TN,Coimbatore,2009,83.7,87.5,72.3,63.9,21.3,1.1,87.3
Tamilnadu,TN,Cuddalore,2009,60.1,75,64.7,44.4,20.8,0.1,96.3
Tamilnadu,TN,Erode,2009,51.1,55.4,36.7,39.8,10.1,2.2,NA
Tamilnadu,TN,Kancheepuram,2009,61.8,78.9,65,38.3,20.9,0.2,85.7
Tamilnadu,TN,Kanyakumari,2009,88.7,96.3,65.1,56.7,47.2,0.6,93.6
Tamilnadu,TN,Karur,2009,57.8,63.9,65.9,44.2,28.6,0.2,95.1
Tamilnadu,TN,Madurai,2009,59,57.3,47.3,54.1,20.6,1.8,92.4
Tamilnadu,TN,Nagapattinam,2009,36.7,41.2,31,28.7,19.9,0.9,80.6
Tamilnadu,TN,Namakkal,2009,62.6,69.6,49,32.5,18.6,0.3,93
Tamilnadu,TN,Perambalur,2009,57.3,73.3,60.5,42.3,24.3,2.2,87.9
Tamilnadu,TN,Pudukkottai,2009,60.2,58.8,45.3,16.3,13.5,0.9,98.4
Tamilnadu,TN,Salem,2009,38.4,55,18.6,18.1,15,2.1,98.1
Tamilnadu,TN,Sivagangai,2009,62.8,68.2,60.5,53.6,25.5,0.4,91.1
Tamilnadu,TN,Theni,2009,73.3,69.3,73.3,65.9,7.9,0.7,95.9
Tamilnadu,TN,The Nilgiris,2009,67,62.1,67.5,75.2,46.3,0.2,52.3
Tamilnadu,TN,Tiruvallur,2009,73.3,79,50,39.4,26.6,0.8,93.7
Tamilnadu,TN,Tiruvarur,2009,54.7,64.6,37.3,34.1,18.4,1.3,81.9
Tamilnadu,TN,Thoothukudi,2009,67.2,76,66.1,44.4,31.7,1.1,91.7
Tamilnadu,TN,Tiruchirappalli,2009,79.9,79.7,83.3,63.3,22.8,0.6,87.8
Tamilnadu,TN,Tirunelveli,2009,67.4,83.3,58.7,45.7,29.4,0.6,96
Tamilnadu,TN,Tiruvannamalai,2009,63.5,70.4,48.3,28.8,21.5,1.2,89.5
Tamilnadu,TN,Vellore,2009,78.1,87,49.7,34,22.2,0.7,92.4
Tamilnadu,TN,Viluppuram,2009,58.2,68.7,28.5,19.5,6.9,0.7,99.1
Tamilnadu,TN,Virudhunagar,2009,64.9,72.2,64.8,42.9,20.7,1.8,88.5
UP,UP,Agra,2009,63.9,63.1,38.8,37.2,45.4,4.8,52.8
UP,UP,Aligarh,2009,73.8,72.9,52.8,43.8,45.5,8.4,61.6
UP,UP,Allahabad,2009,68.8,67.4,56.9,43.5,34.1,2.2,63.1
UP,UP,Ambedkar Nagar,2009,68.8,67.4,43.2,33.3,49.5,2.5,35.6
UP,UP,Auraiya,2009,68.7,64.4,46.7,39.1,38.3,1.9,75
UP,UP,Azamgarh,2009,65.1,64.4,46.1,28.7,49.4,5.6,48.5
UP,UP,Baghpat,2009,86.5,84.4,83.6,72.8,35,2,74.6
UP,UP,Bahraich,2009,40.8,37.6,30.1,14.6,18,12.5,42.7
UP,UP,Ballia,2009,67.7,64,45.2,33.6,34.9,2.5,49.4
UP,UP,Balrampur,2009,78.1,77.3,57.2,47.1,17.1,8.6,18.6
UP,UP,Banda,2009,71.3,69.6,42.9,28.1,25.3,3.2,46.8
UP,UP,Barabanki,2009,52.1,54.4,41.9,22.4,30.2,9.1,51.7
UP,UP,Bareilly,2009,66.2,65.1,47,27.8,36.7,6.5,50
UP,UP,Basti,2009,64.7,62.6,46.6,34.9,38.4,5,23.6
UP,UP,Bijnor,2009,81.1,82.3,63.1,46.7,50,2.4,63.3
UP,UP,Budaun,2009,55.2,58.1,18.6,18,24.3,14.1,19.8
UP,UP,Bulandshahar,2009,75.5,70.9,65,47.9,33.8,2.2,80.1
UP,UP,Chandauli,2009,71.3,67.9,54.8,40.5,33.9,3.5,72.9
UP,UP,Chitrakoot,2009,71.4,66.2,27.5,16.4,13.1,4.5,59.8
UP,UP,Deoria,2009,80.8,79.7,68.7,51.9,46.8,2.1,63.1
UP,UP,Etah,2009,59,60.9,41.9,31.8,40.6,6,54.6
UP,UP,Etawah,2009,74.8,76.8,53.2,36.9,38.4,3.7,61.3
UP,UP,Faizabad,2009,92.5,92.2,66.8,61.4,26,0.4,89
UP,UP,Farukkhabad,2009,34,29.2,21.9,10.7,22.4,4.5,64.9
UP,UP,Fatehpur,2009,66.2,61.2,39.6,28.2,29.8,3.2,78.3
UP,UP,Firozabad,2009,53.1,55.7,29.5,22.9,44.3,5.5,36.8
UP,UP,Gautam Buddha Nagar,2009,70.9,71.7,65.4,54,64.2,2.2,43.5
